typepsc;stypepsc;nnn;lib_stype;surf;symb_surf;d_symb_surf;lin;symb_lin;d_symb_lin;pt;symb_pct;d_symb_pct;etiquette;classement
41;00;001;Aspect extérieur;S;PSC-S_41-00_001;Motif de points\n• distance horizontale : 10 pt\n• distance verticale : 11 pt\n\n    Symbole de police\n    • caractère(s) : p (unicode 112)\n    • couleur de remplissage : RVB 253,191,111 (#fdbf6f)\n    • famille de police : Wingdings 3\n    • taille : 9 pt\n\nLigne simple\n• couleur : RVB 253,191,111 (#fdbf6f)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue;L;PSC-L_41-00_001;Ligne de symboles\n• décalage le long de la ligne : 9 pt\n• intervalle : 12 pt\n\n    Symbole de police\n    • caractère(s) : p (unicode 112)\n    • couleur de remplissage : RVB 253,191,111 (#fdbf6f)\n    • famille de police : Wingdings 3\n    • point d'ancrage vertical : en dessous\n    • taille : 9 pt\n\nLigne simple\n• couleur : RVB 253,191,111 (#fdbf6f)\n• largeur de trait : 1 pt\n• style de trait : ligne continue;P;PSC-P_41-00_001;Symbole Police\n• couleur de remplissage : RVB 253,191,111(#FDBF6F)\n• Police : Wingdings 3\n• Unicolde : 112\n• taille : 12 pt\nSymbole Police\n• couleur de remplissage : RVB 253,191,111(#FDBF6F)\n• Police : Webdings\n• Unicolde : 124\n• angle : 90°\n• taille : 24pt;41-00 à 98_001;symbole
41;01;001;Aspect extérieur façades;S;PSC-S_41-01_001;;L;PSC-L_41-01_001;;P;PSC-P_41-01_001;;41-01_001;sous-code
41;02;001;Aspect extérieur toitures;S;PSC-S_41-02_001;;L;PSC-L_41-02_001;;P;PSC-P_41-02_001;;41-02_001;sous-code
41;03;001;Aspect extérieur clôtures;S;PSC-S_41-03_001;;L;PSC-L_41-03_001;;P;PSC-P_41-03_001;;41-03_001;sous-code
41;98;001;Aspect extérieur règles alternatives;S;PSC-S_41-98_001;;L;PSC-L_41-98_001;;P;PSC-P_41-98_001;;41-98_001;sous-code
42;00;001;Coefficient de biotope par surface;S;PSC-S_42-00_001;Motif de points\n• distance horizontale : 17 pt\n• distance verticale : 17 pt\n\n    Symbole de police\n    • caractère(s) : unicode 225\n    • couleur de remplissage : RVB 86,170,2 (#56aa02)\n    • famille de police : Wingdings 2\n    • taille : 16 pt\n\nLigne simple\n• couleur : RVB 86,170,2 (#56aa02)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue;;;;;;;42-00_001;symbole
43;00;001;Réalisation d’espaces libres, plantations, aires de jeux et de loisir;S;PSC-S_43-00_001;Motif de lignes\n• espacement : 11 pt\n• rotation : 135°\n\n    Ligne simple\n    • couleur : RVB 255,127,0 (#ff7f00)\n    • largeur de trait : 0.8 pt\n    • style de trait : ligne continue\n\nMotif de lignes\n• espacement : 11 pt\n• rotation : 45°\n\n    Ligne simple\n    • couleur : RVB 255,127,0 (#ff7f00)\n    • largeur de trait : 0.8 pt\n    • style de trait : ligne continue\n\nCONTOUR\nLigne simple\n• couleur : RVB 0,168,132(#00A884)\n• largeur de trait : 1,6 pt\n• style de trait : ligne continue;L;PSC-L_43-00_001;Ligne de symboles\n• intervalle : 7 pt\n\nSymbole Police\n• couleur de remplissage : RVB 0,168,132(#00A884)\n• Police : Wingdings\n• Unicolde : 162\n• taille : 8 pt\n\nSymbole \n• couleur de remplissage : RVB 255,127,0(#FF7F00)\n• nom de symbole : cross\n• épaisseur de trait : 1 pt\n• angle : 45°\n• taille : 4 pt;P;PSC-P_43-00_001;Symbole Police\n• couleur de remplissage : RVB 56,168,0(#38A800)\n• Police : Wingdings\n• Unicolde : 162\n• taille : 14 pt\nSymbole \n• couleur de remplissage : RVB 255,127,0(#FF7F00)\n• nom de symbole : cross\n• epaisseur de trait : 1 pt\n• angle : 45°\n• taille : 6 pt;43-00 à 03_001;symbole
43;01;001;Réalisation d’espaces libres,;S;PSC-S_43-01_001;;L;PSC-L_43-01_001;;P;PSC-P_43-01_001;;43-01_001;sous-code
43;02;001;Réalisation d’aires de jeux et de loisirs;S;PSC-S_43-02_001;;L;PSC-L_43-02_001;;P;PSC-P_43-02_001;;43-02_001;sous-code
43;03;001;Réglementation des plantations;S;PSC-S_43-03_001;;L;PSC-L_43-03_001;;P;PSC-P_43-03_001;;43-03_001;sous-code
44;00;001;Stationnement;S;PSC-S_44-00_001;Motif de points\n• distance horizontale : 18 pt\n• distance verticale : 18 pt\n\n      Symbole Police\n      • couleur de remplissage : RVB 143,143,143(#8F8F8F)\n      • Police : Wingdings\n      • Unicolde : 249\n      • angle : 90°\n      • taille : 18 pt\n\nLigne simple\n• couleur : RVB 128,128,128 (#808080)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue;L;PSC-L_44-00_001;Ligne de symboles\n• intervalle : 9 pt\n\nSymbole Police\n• couleur de remplissage : RVB 143,143,143(#8F8F8F)\n• Police : Wingdings\n• Unicolde : 249\n• angle : 90°\n• taille : 18 pt;;;;44-00 à 98_001;symbole
44;01;001;Stationnement minimal;S;PSC-S_44-01_001;;L;PSC-L_44-01_001;;;;;44-01_001;sous-code
44;02;001;Stationnement maximal;S;PSC-S_44-02_001;;L;PSC-L_44-02_001;;;;;44-02_001;sous-code
44;03;001;Caractéristiques et type de stationnement;S;PSC-S_44-03_001;;L;PSC-L_44-03_001;;;;;44-03_001;sous-code
44;04;001;Minoration des règles de stationnement;S;PSC-S_44-04_001;;L;PSC-L_44-04_001;;;;;44-04_001;sous-code
44;05;001;Réalisation d’aires de livraisons imposée;S;PSC-S_44-05_001;;L;PSC-L_44-05_001;;;;;44-05_001;sous-code
44;98;001;Stationnement règles alternatives;S;PSC-S_44-98_001;;L;PSC-L_44-98_001;;;;;44-98_001;sous-code
45;00;001;Secteur de ZAC avec surfaces de plancher déterminées;S;PSC-S_45-00_001;Remplissage simple\n• couleur de remplissage : RVB 255,127,127 (#ff7f7f), transparence 40%\n• couleur de trait : RVB 255,0,0 (#ff0000)\n• largeur de trait : 1 pt\n• style de trait : ligne continue;;;;;;;45-00_001;symbole
46;00;001;Constructibilité espace boisé antérieur au 20ème siècle;S;PSC-S_46-00_001;Motif de points\n• distance horizontale : 8.45 pt\n• distance verticale : 8.45 pt\n\n    Symbole simple\n    • couleur de remplissage : RVB 204,204,204 (#cccccc)\n    • couleur de trait : RVB 86,170,2 (#56aa02)\n    • largeur de trait : 0.9 pt\n    • nom du symbole : circle\n    • style de trait : ligne continue\n    • taille : 8 pt\n\nLigne simple\n• couleur : RVB 86,170,2 (#56aa02)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue;;;;;;;46-00_001;symbole
47;00;001;Desserte par les réseaux;S;PSC-S_47-00_001;Motif de points\n• distance horizontale : 25 pt\n• distance verticale : 25 pt\n\n    Symbole de police\n    • caractère(s) : ~ (unicode 126)\n    • couleur de remplissage : RVB 115,38,0 (#732600)\n    • famille de police : Webdings\n    • taille : 12 pt\n\nLigne simple\n• couleur : RVB 115,38,0 (#732600)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue;L;PSC-L_47-00_001;Ligne de symboles\n• décalage de la ligne : -2 pt\n• décalage le long de la ligne : 16.5 pt\n• intervalle : 22 pt\n\n    Symbole de police\n    • caractère(s) : ~ (unicode 126)\n    • couleur de remplissage : RVB 115,38,0 (#732600)\n    • famille de police : Webdings\n    • taille : 12 pt\n\nLigne simple\n• couleur : RVB 115,38,0 (#732600)\n• largeur de trait : 1 pt\n• modèle de tiret personnalisé (tiret | espace) : 11|11 pt;P;PSC-P_47-00_001;Symbole de police\n• caractère(s) : unicode 126\n• couleur de remplissage : RVB 115,38,0 (#732600)\n• famille de police : Webdings\n• taille : 14 pt;47-00 à 05_001;symbole
47;01;001;Réseaux publics d'eau;S;PSC-S_47-01_001;;L;PSC-L_47-01_001;;P;PSC-P_47-01_001;;47-01_001;sous-code
47;02;001;Réseaux publics d'électricité;S;PSC-S_47-02_001;;L;PSC-L_47-02_001;;P;PSC-P_47-02_001;;47-02_001;sous-code
47;03;001;Réseaux publics d'assainissement;S;PSC-S_47-03_001;;L;PSC-L_47-03_001;;P;PSC-P_47-03_001;;47-03_001;sous-code
47;04;001;Conditions de réalisation d'un assainissement non collectif;S;PSC-S_47-04_001;;L;PSC-L_47-04_001;;P;PSC-P_47-04_001;;47-04_001;sous-code
47;05;001;Infrastructures et réseaux de communications électroniques;S;PSC-S_47-05_001;;L;PSC-L_47-05_001;;P;PSC-P_47-05_001;;47-05_001;sous-code
48;00;001;Mesures pour limiter l'imperméabilisation des sols;S;PSC-S_48-00_001;Motif de points\n• distance horizontale : 22 pt\n• distance verticale : 22 pt\n\n    Symbole de police\n    • caractère(s) : S (unicode 83)\n    • couleur de remplissage : RVB 0,76,115 (#004c73)\n    • famille de police : Wingdings\n    • taille : 12 pt\n\nLigne simple\n• couleur : RVB 0,76,115 (#004c73)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue;L;PSC-L_48-00_001;Ligne de symboles\n• décalage de la ligne : -2 pt\n• décalage le long de la ligne : 16.5 pt\n• intervalle : 22 pt\n\n    Symbole de police\n    • caractère(s) : S (unicode 83)\n    • couleur de remplissage : RVB 0,76,115 (#004c73)\n    • famille de police : Wingdings\n    • taille : 14 pt\n\nLigne simple\n• couleur : RVB 0,76,115 (#004c73)\n• largeur de trait : 1 pt\n• modèle de tiret personnalisé (tiret | espace) : 11|11 pt;P;PSC-P_48-00_001;Symbole de police\n• caractère(s) : S (unicode 83)\n• couleur de remplissage : RVB 0,76,115 (#004c73)\n• famille de police : Wingdings\n• taille : 14 pt;48-00 à 01_001;symbole
48;01;001;Installations nécessaires à la gestion des eaux pluviales et du ruissellement;S;PSC-S_48-01_001;;L;PSC-L_48-01_001;;P;PSC-P_48-01_001;;48-01_001;sous-code
49;00;001;Opération d'ensemble imposée en zone AU;S;PSC-S_49-00_001;Motif de points\n• distance horizontale : 26 pt\n• distance verticale : 26 pt\n\n    Symbole de police\n    • caractère(s) : unicode 249\n    • couleur de remplissage : RVB 255,101,100 (#ff6564)\n    • famille de police : Wingdings 2\n    • taille : 16 pt\n\nLigne simple\n• couleur : RVB 255,101,100 (#ff6564)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue;;;;;;;49-00 à 02_001;symbole
49;01;001;Urbanisation par opération d'ensemble;S;PSC-S_49-01_001;;;;;;;;49-01_001;sous-code
49;02;001;Urbanisation conditionnée à la réalisation des équipements internes à la zone;S;PSC-S_49-02_001;;;;;;;;49-02_001;sous-code
50;00;001;Interdiction types d’activités, destinations, sous-destinations;S;PSC-S_50-00_001;Motif de points\n• distance horizontale : 20 pt\n• distance verticale : 20 pt\n\n    Symbole de police\n    • caractère(s) : X (unicode 88)\n    • couleur de remplissage : RVB 148,10,189 (#940abd)\n    • famille de police : Wingdings 2\n    • taille : 9 pt\n\nLigne simple\n• couleur : RVB 148,10,189 (#940abd)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue;L;PSC-L_50-00_001;Ligne de symboles\n• décalage le long de la ligne : 9 pt\n• intervalle : 12 pt\n\n    Symbole de police\n    • caractère(s) : X (unicode 88)\n    • couleur de remplissage : RVB 148,10,189 (#940abd)\n    • famille de police : Wingdings 2\n    • taille : 9 pt\n\nLigne simple\n• couleur : RVB 148,10,189 (#940abd)\n• largeur de trait : 1 pt\n• modèle de tiret personnalisé (tiret | espace) : 6|6 pt;P;PSC-P_50-00_001;Symbole de police\n• caractère(s) : unicode 88\n• couleur de remplissage : RVB 148,10,189 (#940abd)\n• famille de police : Wingdings 2\n• taille : 14 pt;50-00_001;symbole
51;00;001;Autorisation sous conditions types d’activités, destinations, sous-destinations;S;PSC-S_51-00_001;Motif de points\n• distance horizontale : 20 pt\n• distance verticale : 20 pt\n\n    Symbole de police\n    • caractère(s) : R (unicode 82)\n    • couleur de remplissage : RVB 148,10,189 (#940abd)\n    • famille de police : Wingdings 2\n    • taille : 9 pt\n\nLigne simple\n• couleur : RVB 148,10,189 (#940abd)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue;L;PSC-L_51-00_001;Ligne de symboles\n• décalage le long de la ligne : 9 pt\n• intervalle : 12 pt\n\n    Symbole de police\n    • caractère(s) : R (unicode 82)\n    • couleur de remplissage : RVB 148,10,189 (#940abd)\n    • famille de police : Wingdings 2\n    • taille : 9 pt\n\nLigne simple\n• couleur : RVB 148,10,189 (#940abd)\n• largeur de trait : 1 pt\n• modèle de tiret personnalisé (tiret | espace) : 6|6 pt;P;PSC-P_51-00_001;Symbole de police\n• caractère(s) : R (unicode 82)\n• couleur de remplissage : RVB 148,10,189 (#940abd)\n• famille de police : Wingdings 2\n• taille : 14 pt;51-00_001;symbole
52;00;001;Infrastructures et équipements logistiques à préserver ou à développer en zones U et AU;S;PSC-S_52-00_001;Motif de points\n• distance horizontale : 25 pt\n• distance verticale : 25 pt\n\n    Symbole de police\n    • caractère(s) : q (unicode 113)\n    • couleur de remplissage : RVB 172,87,13 (#ac570d)\n    • famille de police : Webdings\n    • taille : 11 pt\n\nLigne simple\n• couleur : RVB 172,87,13 (#ac570d)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue;L;PSC-L_52-00_001;Ligne de symboles\n• intervalle : 11 pt\n\nSymbole Police\n• couleur de remplissage : RVB 172,87,13(#AC570D)\n• Police : Webdings\n• Unicolde : 113\n• taille : 11 pt;P;PSC-P_52-00_001;Symbole Police\n• couleur de remplissage : RVB 172,87,13(#AC570D)\n• Police : Webdings\n• Unicolde : 113\n• taille : 18pt;52-00_001;symbole
53;00;001;dérogation à l’article L.111-6 pour l’implantation des constructions le long des grands axes routiers;S;PSC-S_53-00_001;**Contour**\nLigne simple\n• couleur : RVB 225,0,0(#FF0000)\n• largeur de trait : 0,8 pt\n• style de jointure : rond\n• style de trait : ligne continue\n\n**Remplissage**\n\nMotif de lignes\n• décalage : 0 pt\n• espacement : 10 pt\n• rotation : -45°\n\n    Ligne simple\n    • couleur : RVB 225,0,0(#FF0000)\n    • largeur de trait : 0,8 pt\n\nMotif de lignes\n• décalage : 4 pt\n• espacement : 10 pt\n• rotation : -45°\n\n    Ligne simple\n    • couleur : RVB 225,0,0(#FF0000)\n    • largeur de trait : 1,6 pt;L;PSC-L_53-00_001;Ligne simple\n• couleur : RVB 225,0,0(#FF0000)\n• largeur de trait : 0,8 pt\n\nLigne simple\n• couleur : RVB 225,0,0(#FF0000)\n• largeur de trait : 1,6 pt\n• décalage : 4 pt;;;;53-00_001;symbole
54;01;001;Zone exposée au recul du trait de côte à l'horizon de trente ans;S;PSC-S_54-01_001;**Contour**\nLigne simple\n• couleur : RVB 168,56,0 (#A83800)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue\n\nLigne simple\n• couleur : RVB 0,92,230(#005CE6)\n• décalage : -0.8 pt\n• largeur de trait : 1.6 pt\n• style de trait : ligne continue\n\n**Remplissage**\nRemplissage symbole\n        Symbole caractère \n        • couleur  : RVB 0,92,230(#005CE6)\n        • nom du symbole : (Mostly 98)\n        • taille : 10 pt\n        • intervalle X : 10 pt\n        • intervalle Y : 10 pt;;;;;;;54-01_001;symbole
54;02;001;Zone exposée au recul du trait de côte à un horizon compris entre trente et cent ans;S;PSC-S_54-02_001;**Contour**\nLigne simple\n• couleur : RVB 168,56,0 (#A83800)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue\n\nLigne simple\n• couleur : RVB 115,178,255(#73B2FF)\n• décalage : -0.8 pt\n• largeur de trait : 1.6 pt\n• style de trait : ligne continue\n\n**Remplissage**\nRemplissage symbole\n        Symbole caractère \n        • couleur  : RVB 115,178,255(#73B2FF)\n        • nom du symbole : (Mostly 98)\n        • taille : 10 pt\n        • intervalle X : 15 pt\n        • intervalle Y : 15 pt;;;;;;;54-02_001;symbole
55;01;001;Secteur d’implantation d’installations de production d'énergies renouvelables, et leurs ouvrages de raccordement, soumises à conditions;S;PSC-S_55-01_001;**Contour**\nLigne simple\n• couleur : RVB 85,255,0 (#55FF00)\n• largeur de trait : 1.5 pt\n• style de trait : ligne continue\n\nLigne simple\n• couleur : RVB 255,255,0(#FFFF00)\n• largeur de trait : 3 pt\n• style de trait : ligne continue\n\n**Remplissage**\nRemplissage symbole caractère\n• couleur de symbole : RVB 85,255,0 (#55FF00)\n• nom du symbole : Wingdings (178)\n• taille: 10 pt\n• taille contour : 0.5 pt\n• couleur contour : RVB 85,255,0 (#55FF00)\n• intervalle X : 16 pt\n• intervalle Y : 16 pt\n\n**Remplissage**\nRemplissage symbole caractère\n• couleur de symbole : RVB 255,255,0(#FFFF00)\n• nom du symbole : Wingdings (178)\n• taille: 10 pt\n• taille contour : 1 pt\n• couleur contour : RVB 255,255,0(#FFFF00)\n• intervalle X : 16 pt\n• intervalle Y : 16 pt;;;;;;;55-01_001;symbole
55;02;001;Secteur d'exclusion d'installations de prod. d'énergies renouvelables;S;PSC-S_55-02_001;**Contour**\nLigne simple\n• couleur : RVB 255,190,190 (#FFBEBE)\n• largeur de trait : 1.5 pt\n• style de trait : ligne continue\n\nLigne simple\n• couleur : RVB 255,255,0(#FFFF00)\n• largeur de trait : 3 pt\n• style de trait : ligne continue\n\n**Remplissage**\nRemplissage symbole caractère\n• couleur de symbole : RVB 255,190,190 (#FFBEBE)\n• nom du symbole : Wingdings (178)\n• taille: 10 pt\n• taille contour : 0.5 pt\n• couleur contour : RVB 255,190,190 (#FFBEBE)\n• intervalle X : 16 pt\n• intervalle Y : 16 pt\n\n**Remplissage**\nRemplissage symbole caractère\n• couleur de symbole : RVB 255,255,0(#FFFF00)\n• nom du symbole : Wingdings (178)\n• taille: 10 pt\n• taille contour : 1 pt\n• couleur contour : RVB 255,255,0(#FFFF00)\n• intervalle X : 16 pt\n• intervalle Y : 16 pt;;;;;;;55-02_001;symbole
56;00;001;Secteur dans lequel toutes les constructions nouvelles de logements sont à usage exclusif de résidence principale;S;PSC-S_56-00_001;**Contour**\nLigne simple\n• couleur : RVB 115,0,76 (#73004C)\n• largeur de trait : 0.8 pt\n• style de trait : ligne continue\n\n**Remplissage**\nRemplissage symbole caractère\n• couleur de symbole : RVB 115,0,76 (#73004C)\n• nom du symbole : Arial (82)\n• taille: 7pt\n• décalage X : -2.5 pt\n• décalage Y : 0 pt\n• intervalle X : 32 pt\n• intervalle Y : 32 pt\n\nRemplissage symbole caractère\n• couleur de symbole : RVB 115,0,76 (#73004C)\n• nom du symbole : Arial (80)\n• taille: 7pt\n• décalage X : 2.5 pt\n• décalage Y : 0 pt\n• intervalle X : 32 pt\n• intervalle Y : 32 pt\n\nRemplissage symbole caractère\n• couleur de symbole : RVB 255,255,255 (#FFFFFF)\n• nom du symbole : Webdings (53)\n• taille: 8 pt\n• décalage X : 0 pt\n• décalage Y : 4 pt\n• intervalle X : 32 pt\n• intervalle Y : 32 pt\n\nRemplissage symbole caractère\n• couleur de symbole : RVB 115,0,76 (#73004C)\n• nom du symbole : Webdings (53)\n• taille: 12 pt\n• décalage X : 0 pt\n• décalage Y : 5 pt\n• intervalle X : 32 pt\n• intervalle Y : 32 pt;;;;;;;56-00_001;symbole
97;00;001;Périmètre d’application d’une pièce écrite territorialisée (rapport de présentation, PADD, règlement, règlement graphique, POA);S;PSC-S_97-00_001;Remplissage simple\n• couleur de trait : transparent\n• largeur de trait : 2 pt\n• style de remplissage : pas de remplissage\n• style de trait : ligne continue;;;;;;;97-00_001;symbole
97;01;001;Périmètre couvert par un Plan de secteurs;S;PSC-S_97-01_001;Ligne simple\n• couleur : RVB 0,0,0 (#000000)\n• largeur de trait : 2 pt\n• style de trait : ligne tiret-point-point;;;;;;;97-01_001;symbole
99;00;001;Autre;S;PSC-S_99-00_001;Remplissage simple\n• couleur de trait : RVB 0,0,0 (#000000)\n• largeur de trait : 2 pt\n• style de remplissage : pas de remplissage\n• style de trait : ligne continue;L;PSC-L_99-00_001;Ligne simple\n• couleur : RVB 0,0,0 (#000000)\n• largeur de trait : 2 pt\n• style de trait : ligne continue;P;PSC-P_99-00_001;Symbole simple\n• couleur de remplissage : RVB 0,0,0 (#000000)\n• nom du symbole : circle\n• taille : 6 pt;99-00 à 10_001;symbole
99;01;001;Autre : affectation des sols et destination des constructions;S;PSC-S_99-01_001;;L;PSC-L_99-01_001;;P;PSC-P_99-01_001;;99-01_001;sous-code
99;02;001;Autre : zones naturelles, agricoles ou forestières;S;PSC-S_99-02_001;;L;PSC-L_99-02_001;;P;PSC-P_99-02_001;;99-02_001;sous-code
99;03;001;Autre : mixité sociale et fonctionnelle en zones urbaines ou à urbaniser;S;PSC-S_99-03_001;;L;PSC-L_99-03_001;;P;PSC-P_99-03_001;;99-03_001;sous-code
99;04;001;Autre : qualité du cadre de vie;S;PSC-S_99-04_001;;L;PSC-L_99-04_001;;P;PSC-P_99-04_001;;99-04_001;sous-code
99;05;001;Autre : Qualité urbaine, architecturale, environnementale et paysagère;S;PSC-S_99-05_001;;L;PSC-L_99-05_001;;P;PSC-P_99-05_001;;99-05_001;sous-code
99;06;001;Autre : Traitement environnemental et paysager des espaces non bâtis et abords des constructions;S;PSC-S_99-06_001;;L;PSC-L_99-06_001;;P;PSC-P_99-06_001;;99-06_001;sous-code
99;07;001;Autre : densité;S;PSC-S_99-07_001;;L;PSC-L_99-07_001;;P;PSC-P_99-07_001;;99-07_001;sous-code
99;08;001;Autre : équipements, réseaux et emplacements réservés;S;PSC-S_99-08_001;;L;PSC-L_99-08_001;;P;PSC-P_99-08_001;;99-08_001;sous-code
99;09;001;Autre : plan local d’urbanisme tenant lieu de programme local de l’habitat et de plan de déplacements urbains;S;PSC-S_99-09_001;;L;PSC-L_99-09_001;;P;PSC-P_99-09_001;;99-09_001;sous-code
99;10;001;Autre : plan local d’urbanisme tenant lieu de plan de déplacements urbains;S;PSC-S_99-10_001;;L;PSC-L_99-10_001;;P;PSC-P_99-10_001;;99-10_001;sous-code
